H-9,A,3835
H-8,A,3889
H$\epsilon$,A,3970
He I/He II 4026,A,4026
H$\delta$,A,4101
He II 4200,A,4200
H$\gamma$,A,4340.5
He I 4471,A,4471
He II 4541,A,4541
He II 4686,A,4686
H$\beta$,A,4861
He I 4921,A,4921
He II 5412,A,5412
O III 5592,A,5592
He I 5876,A,5876
He II 6406,A,6406
H$\alpha$,A,6562.8
He I 6678,A,6678
