H$\delta$,V,4101.7,
H$\gamma$,V,4340.5,
H$\beta$,V,4861.3,
H$\alpha$,V,6562.8,
He I 4009,G,4009.27,
He I 4026,G,4025.5,
He I 4388,G,4387.9,
He I 4471,G,4471.48,HeI_MgII
Mg II 4481,G,4481.26,HeI_MgII
Fe II 4491,G,4491.4,HeI_MgII
He I 4713,G,4713.23,HeI_4713
Unknown,G,4731,HeI_4713
Unknown,G,4740,HeI_4713
He I 4922,G,4921.93,
He I 6678,G,6678.15,
C II 4267,G,4267.27,
Uncertain,G,5036.8,SiII
Si II 5041,G,5041.13,SiII
Si II 5056,G,5056.17,
Si II 6347,G,6347.09,
Si II 6371,G,6371.36,
