H-9,A,3835.0
H-8,A,3889.0
H-epsilon,A,3970.0
He I 4009-26,A,4018.0
H-delta,A,4102.0
H-gamma,A,4340.0
He I 4388,A,4388.0
He I 4471,A,4471.0
He I 4713,A,4713.0
H-beta,A,4861.0
He I 4922,A,4922.0
He I 5016,A,5016.0
He I 5876,A,5876.0
H-alpha,A,6563.0
He I 6678,A,6678.0
