H-9,A,3835
H-8,A,3889
Ca II 3934,A,3934
H$\epsilon$,A,3970
H$\delta$,A,4101
Fe II 4173-79,A,4176
G-band,A,4300
H$\gamma$,A,4340.5
Mg II 4481,A,4481
H$\beta$,A,4861
Fe II 4924,A,4924
Fe II 5018,A,5018
Mg Triplet,A,5170
