Mn I/Ti II 4762-66,A,4764.98,0.0252,8.2,Gaussian,single,,other,confirmed,50,"Ti II 4763.9, Mn I 4762.4, Mn I 4766.4"
,A,4840.48,0.0095,18.84,Gaussian,deblended,,other,confirmed,73,"Fe I 4839.5, Ti I 4840.9, Ni I 4838.6"
,A,4847.56,0.034,11.26,Gaussian,deblended,,other,confirmed,29,Cr II 4848.2
H$\beta$ 4861,A,4861.15,0.5158,15.62,Voigt,deblended,Hβ,Balmer,confirmed,47,"H I 4861.3, H I 4861.4"
,A,4873.05,0.0239,5.7,Gaussian,deblended,,other,confirmed,31,"Fe I 4872.1, Fe I 4871.3, Ti II 4874.0"
,A,4878.87,0.0502,14.27,Gaussian,deblended,,other,confirmed,20,"Fe I 4878.2, Ca I 4878.1, Cr II 4876.4"
Fe I 4891,A,4889.4,0.0324,6.79,Gaussian,deblended,,other,confirmed,26,"Fe I 4890.8, Fe I 4891.5"
Fe I/Fe II 4919-24,A,4921.71,0.048,6.83,Gaussian,single,,other,confirmed,34,"Fe II 4923.9, Fe I 4920.5, Fe I 4919.0"
Ba II 4934,A,4935.13,0.0259,6.07,Gaussian,single,,other,confirmed,27,Ba II 4934.1
Fe I 4957-58,A,4957.23,0.0291,4.69,Gaussian,single,,other,confirmed,10,"Fe I 4957.6, Fe I 4957.3"
Fe I 4982-84,A,4983.71,0.0422,6.17,Gaussian,single,,other,confirmed,28,"Fe I 4982.5, Fe I 4983.9, Fe I 4983.2"
Fe I 5002-06,A,5004.68,0.0221,9.01,Gaussian,deblended,,other,confirmed,36,"Fe I 5006.1, Fe I 5005.7, Fe I 5001.9"
Fe II/Ni I 5018,A,5017.8,0.0454,7.06,Gaussian,deblended,,other,confirmed,44,"Fe II 5018.4, Ni I 5017.6"
Fe I 5041-42,A,5039.92,0.052,8.04,Gaussian,single,,other,confirmed,37,"Fe I 5041.8, Fe I 5040.9"
Fe I/C I 5050-52,A,5052.46,0.0172,7.99,Gaussian,deblended,,other,confirmed,21,"C I 5052.2, Fe I 5049.8, Fe I 5051.6"
Fe I 5075-79,A,5075.64,0.024,16.29,Gaussian,single,,other,confirmed,44,"Fe I 5074.8, Fe I 5079.0"
Fe I/Ni I 5097-5100,A,5099.1,0.0193,5.33,Gaussian,single,,other,confirmed,27,"Fe I 5098.7, Fe I 5097.0, Fe I 5098.6, Ni I 5099.9"
Fe I/Ti II/Ni I 5125-29,A,5125.61,0.0102,6.62,Gaussian,deblended,,other,confirmed,33,"Fe I 5125.1, Ti II 5129.2, Ni I 5126.8"
Fe II/Mg I/Fe I 5167-69,A,5169.1,0.0886,8.08,Gaussian,single,,other,confirmed,27,"Fe II 5169.0, Mg I 5167.3, Fe I 5167.5"
Mg I/Ti II 5184-89,A,5185.13,0.0241,5.47,Gaussian,deblended,,other,confirmed,28,"Mg I 5183.6, Ti II 5185.9, Ti II 5188.7"
Cr I 5204-08,A,5206.96,0.0245,6.21,Gaussian,deblended,,other,confirmed,24,"Cr I 5206.0, Cr I 5208.4, Cr I 5204.5"
Fe I 5227-33,A,5230.29,0.0454,11.94,Gaussian,single,,other,confirmed,50,"Fe I 5232.9, Fe I 5227.2, Fe I 5229.8, Fe I 5229.9"
Fe I/Fe II 5251-55,A,5253.51,0.0103,4.86,Gaussian,deblended,,other,confirmed,31,"Fe II 5254.9, Fe I 5253.5, Fe I 5250.6"
Fe I/Ca I 5266-70,A,5267.03,0.0795,11.7,Gaussian,deblended,,other,confirmed,37,"Fe I 5266.6, Fe I 5269.5, Ca I 5265.6"
Fe II/Fe I 5276-82,A,5279.23,0.035,14.02,Gaussian,deblended,,other,confirmed,37,"Fe II 5276.0, Fe I 5281.8"
Fe I/Cr II 5302-06,A,5304.03,0.0154,20,Gaussian,deblended,,other,confirmed,54,"Fe I 5302.3, Cr II 5305.9"
Fe I/Fe II 5324-29,A,5327.79,0.0199,4.27,Gaussian,deblended,,other,confirmed,25,"Fe I 5328.0, Fe I 5328.5, Fe I 5324.2, Fe II 5325.6"
Fe I/Ti II 5337-41,A,5340.4,0.0178,15.64,Gaussian,deblended,,other,confirmed,38,"Fe I 5341.0, Fe I 5339.9, Ti II 5336.8"
Fe I 5367-71,A,5367.99,0.0353,10.17,Gaussian,single,,other,confirmed,22,"Fe I 5367.5, Fe I 5370.0, Fe I 5371.5"
Fe I/Ti II/C I 5380-83,A,5381.8,0.0163,4.75,Gaussian,single,,other,confirmed,16,"Fe I 5383.4, Ti II 5381.0, C I 5380.3"
Ni I/Fe I 5477,A,5476.93,0.0209,5.45,Gaussian,single,,other,confirmed,33,"Ni I 5476.9, Fe I 5476.6"
Mg I/Sc II 5527-28,A,5529.04,0.0295,7.97,Gaussian,single,,other,confirmed,33,"Mg I 5528.4, Sc II 5526.8"
Ca I 5589-94,A,5593.54,0.0249,16.33,Gaussian,single,,other,confirmed,40,"Ca I 5594.5, Ca I 5588.8"
Fe I 5616,A,5618.15,0.0131,9.16,Gaussian,single,,other,confirmed,20,Fe I 5615.6
Fe I/Sc II 5658-59,A,5659.04,0.0226,8.03,Gaussian,single,,other,confirmed,37,"Fe I 5658.8, Sc II 5657.9"
Na I/Fe I/Sc II 5684-88,A,5686.82,0.0277,9.42,Gaussian,single,,other,confirmed,26,"Na I 5688.2, Fe I 5686.5, Sc II 5684.2"
,A,5891.96,0.1511,18.77,Gaussian,deblended,,other,uncertain_discarded,10,
,A,5900.78,0.0291,5.02,Gaussian,deblended,,other,uncertain_discarded,2,
,A,5919.21,0.0975,18.92,Gaussian,deblended,,other,uncertain_discarded,12,
,A,5945.82,0.1237,12.9,Gaussian,deblended,,other,uncertain_discarded,3,
,A,5958.55,0.0307,5.65,Gaussian,deblended,,other,uncertain_discarded,7,
,A,5971.01,0.0557,18.15,Gaussian,deblended,,other,uncertain_discarded,8,
,A,5991.77,0.0363,20,Gaussian,deblended,,other,uncertain_discarded,30,
,A,6280.06,0.1103,9.28,Gaussian,single,,other,uncertain_discarded,13,
Si II/Ca I 6343-47,A,6346.9,0.0288,6.26,Gaussian,single,,other,confirmed,13,"Si II 6347.1, Ca I 6343.3"
Si II 6371,A,6371,,,,,,,,,
,A,6459.26,0.0509,11.31,Gaussian,deblended,,other,uncertain_discarded,18,
,A,6478.26,0.0981,20,Gaussian,deblended,,other,uncertain_discarded,6,
,A,6494.88,0.0727,8.06,Gaussian,deblended,,other,uncertain_discarded,15,
,A,6517.63,0.1206,8.87,Gaussian,single,,other,uncertain_discarded,11,
H$\alpha$ 6563,A,6562.46,0.3939,20.56,Voigt,single,Hα,Balmer,confirmed,32,"H I 6562.9, H I 6562.7, H I 6562.8"
