wavelength_A,amplitude,fwhm_A,profile,source,balmer_name,tag,label_status,n_candidate_lines,labels,short_label
5187.01,0.0205,13.5,Gaussian,deblended,,other,confirmed,50,"Ti II 5188.7, Mg I 5183.6, Ti II 5185.9",Ti II/Mg I 5184-89
5197.84,0.0114,5.05,Gaussian,deblended,,other,confirmed,35,Fe II 5197.6,Fe II 5198
5226.98,0.014,3.83,Gaussian,deblended,,other,confirmed,29,"Ti II 5226.5, Fe I 5227.2",Ti II/Fe I 5227
5232.28,0.0179,10.42,Gaussian,deblended,,other,confirmed,14,Fe I 5232.9,Fe I 5233
5235.86,0.0079,3.87,Gaussian,deblended,,other,confirmed,11,"Fe II 5234.6, Cr II 5237.3",Fe II/Cr II 5235-37
5251.79,0.0028,5.15,Gaussian,deblended,,other,uncertain_discarded,22,,
5264.1,0.0047,5.73,Gaussian,deblended,,other,uncertain_discarded,30,,
5268.74,0.0278,19.09,Gaussian,deblended,,other,confirmed,18,Fe I 5269.5,Fe I 5270
5276.32,0.0094,5.38,Gaussian,deblended,,other,confirmed,18,"Fe II 5276.0, Cr II 5275.0",Fe II/Cr II 5275-76
5283.76,0.0087,4.71,Gaussian,deblended,,other,confirmed,9,"Fe II 5284.1, Fe I 5283.6",Fe II/Fe I 5284
5316.52,0.024,4.58,Gaussian,deblended,,other,confirmed,14,"Fe II 5316.6, Fe II 5316.8",Fe II 5317
5327.34,0.0087,3.56,Gaussian,single,,other,uncertain_discarded,19,,
5338.75,0.0136,4.91,Gaussian,single,,other,confirmed,15,"Ti II 5336.8, Ca II 5339.2",Ti II/Ca II 5337-39
5365.52,0.0187,8.95,Gaussian,deblended,,other,confirmed,14,"Fe II 5362.9, Fe I 5367.5, Fe I 5364.9",Fe I/Fe II 5363-67
5371.29,0.0045,3.74,Gaussian,deblended,,other,uncertain_discarded,13,,
5382.52,0.0062,3.82,Gaussian,single,,other,confirmed,13,"Fe I 5383.4, C I 5380.3",Fe I/C I 5380-83
5405.76,0.0051,12.2,Gaussian,single,,other,uncertain_discarded,56,,
5425.53,0.0064,4.53,Gaussian,single,,other,confirmed,14,"Fe I 5424.1, Fe II 5425.2",Fe I/Fe II 5424-25
5456.24,0.0034,3.61,Gaussian,deblended,,other,uncertain_discarded,9,,
5462.32,0.0046,11.45,Gaussian,deblended,,other,confirmed,13,"Fe I 5463.3, Fe I 5463.0",Fe I 5463
5464.85,0.0024,3.73,Gaussian,deblended,,other,confirmed,9,"Fe II 5465.9, Fe I 5466.4, Fe II 5466.9",Fe II/Fe I 5466-67
5477.9,0.0078,3.72,Gaussian,single,,other,confirmed,19,"Ni I 5476.9, Cr II 5478.4",Ni I/Cr II 5477-78
5506.87,0.0095,7.86,Gaussian,single,,other,confirmed,40,Fe II 5506.2,Fe II 5506
5527.33,0.0031,3.51,Gaussian,deblended,,other,uncertain_discarded,6,,
5531.29,0.0133,9.26,Gaussian,deblended,,other,uncertain_discarded,8,,
5535.68,0.0024,3.21,Gaussian,deblended,,other,uncertain_discarded,7,,
5588.12,0.0073,5.04,Gaussian,single,,other,confirmed,21,"Fe I 5586.8, Ca I 5588.8",Fe I/Ca I 5587-89
5616.29,0.004,3.2,Gaussian,single,,other,confirmed,4,Fe I 5615.6,Fe I 5616
5661.68,0.0038,4.87,Gaussian,single,,other,confirmed,16,,
5688.81,0.0226,12.66,Gaussian,deblended,,other,uncertain_discarded,14,,
5699.95,0.0112,5.63,Gaussian,deblended,,other,uncertain_discarded,10,,
5721.19,0.0079,5.47,Gaussian,single,,other,uncertain_discarded,8,,
5745.83,0.0043,4.18,Gaussian,single,,other,confirmed,18,Fe II 5747.9,Fe II 5748
5784.21,0.006,12.26,Gaussian,single,,other,confirmed,48,,
5867.27,0.0043,17.01,Gaussian,deblended,,other,uncertain_discarded,34,,
5891.24,0.1394,19.29,Gaussian,deblended,,other,uncertain_discarded,19,,
5901.21,0.0472,6.58,Gaussian,deblended,,other,uncertain_discarded,7,,
5909.4,0.0223,6.06,Gaussian,deblended,,other,uncertain_discarded,8,,
5919.84,0.0991,18.17,Gaussian,deblended,,other,uncertain_discarded,4,,
5922.57,0.0118,5.72,Gaussian,deblended,,other,uncertain_discarded,6,,
5933.33,0.0183,3.81,Gaussian,deblended,,other,uncertain_discarded,6,,
5945.65,0.131,12.6,Gaussian,deblended,,other,uncertain_discarded,3,,
5959.11,0.0642,7.7,Gaussian,deblended,,other,uncertain_discarded,14,,
5968.87,0.0746,7.16,Gaussian,deblended,,other,uncertain_discarded,6,,
5977.63,0.0583,7.73,Gaussian,deblended,,other,uncertain_discarded,8,,
5989.85,0.0418,13.43,Gaussian,deblended,,other,uncertain_discarded,11,,
6002.18,0.0095,6.26,Gaussian,deblended,,other,uncertain_discarded,11,,
6011.75,0.0094,20.0,Gaussian,deblended,,other,confirmed,29,C I 6013.2,C I 6013
6148.65,0.0081,19.2,Gaussian,single,,other,confirmed,25,"Fe II 6149.2, Fe II 6147.7",Fe II 6148-49
