H$\delta$,V,4101.7,
H$\gamma$,V,4340.5,
H$\beta$,V,4861.3,
H$\alpha$,V,6562.8,
He I 4009,G,4009.27,
He I 4026,G,4025.5,
He I 4121,G,4121,
He I 4144,G,4143.76,
C II 4267,G,4267,
He I 4388,G,4387.9,
He I 4471,G,4471.48,HeI_MgII
Mg II 4481,G,4481.26,HeI_MgII
He I 4922,G,4921.93,
He I 5016,G,5016,
He I 6678,G,6678.15,
Si II 6371,G,6371.36,
Unknown 4547,G,4547,SiIII_4553
Si III 4553,G,4552.63,SiIII_4553
