wavelength_A,amplitude,fwhm_A,profile,source,balmer_name,tag
4680.12,0.0071,5.05,Gaussian,deblended,,other
4686.54,0.0024,2.95,Gaussian,deblended,,other
4696.5,0.0021,2.37,Gaussian,deblended,,other
4702.63,0.0121,6.2,Gaussian,deblended,,other
4710.66,0.0033,5.59,Gaussian,deblended,,other
4715.04,0.0012,2.61,Gaussian,deblended,,other
4732.11,0.0081,3.86,Gaussian,deblended,,other
4738.51,0.0072,7.19,Gaussian,deblended,,other
4739.95,0.0009,3.15,Gaussian,deblended,,other
4746.79,0.002,1.53,Gaussian,deblended,,other
4751.34,0.0007,1.43,Gaussian,deblended,,other
4755.79,0.0029,3.95,Gaussian,deblended,,other
4764.37,0.0107,4.92,Gaussian,deblended,,other
4770.59,0.0022,4.17,Gaussian,deblended,,other
4780.54,0.007,4.39,Gaussian,deblended,,other
4784.4,0.0013,7.31,Gaussian,deblended,,other
4804.68,0.0051,3.44,Gaussian,deblended,,other
4808.18,0.005,14.22,Gaussian,deblended,,other
4846.97,0.0344,11.75,Gaussian,deblended,,other
4861.1,0.574,18.38,Voigt,deblended,Hβ,Balmer
4876.0,0.0423,16.32,Gaussian,deblended,,other
4910.94,0.0072,3.75,Gaussian,deblended,,other
4918.77,0.0041,2.72,Gaussian,deblended,,other
4922.81,0.0328,6.48,Gaussian,deblended,,other
4935.18,0.0166,7.11,Gaussian,deblended,,other
4948.97,0.006,10.78,Gaussian,deblended,,other
4951.39,0.0063,6.84,Gaussian,deblended,,other
4957.62,0.0249,5.24,Gaussian,deblended,,other
4969.01,0.0053,7.74,Gaussian,deblended,,other
4977.52,0.0025,3.62,Gaussian,deblended,,other
4983.38,0.0166,5.75,Gaussian,deblended,,other
4992.71,0.005,4.12,Gaussian,deblended,,other
5003.82,0.0187,8.3,Gaussian,deblended,,other
5014.22,0.0044,3.89,Gaussian,deblended,,other
5018.9,0.0431,5.72,Gaussian,deblended,,other
5038.74,0.0345,9.83,Gaussian,deblended,,other
5056.81,0.0203,5.1,Gaussian,deblended,,other
5094.61,0.0026,4.16,Gaussian,deblended,,other
5099.99,0.0195,6.36,Gaussian,deblended,,other
5110.66,0.0014,2.2,Gaussian,deblended,,other
5115.93,0.0024,5.41,Gaussian,deblended,,other
5122.31,0.0012,3.39,Gaussian,deblended,,other
5127.32,0.0107,6.76,Gaussian,deblended,,other
5152.35,0.0038,12.54,Gaussian,deblended,,other
5169.24,0.053,7.01,Gaussian,deblended,,other
5173.35,0.0024,3.2,Gaussian,deblended,,other
5184.59,0.0163,5.16,Gaussian,deblended,,other
5197.7,0.0066,3.21,Gaussian,deblended,,other
5216.2,0.0075,6.25,Gaussian,deblended,,other
5227.17,0.0329,5.53,Gaussian,deblended,,other
5234.7,0.0316,6.99,Gaussian,deblended,,other
5264.43,0.0017,3.07,Gaussian,deblended,,other
5266.23,0.0116,7.18,Gaussian,deblended,,other
5275.13,0.0135,5.79,Gaussian,deblended,,other
5284.11,0.0054,2.68,Gaussian,single,,other
5304.69,0.0045,3.82,Gaussian,deblended,,other
5308.01,0.0032,20.0,Gaussian,deblended,,other
5316.46,0.0265,4.51,Gaussian,deblended,,other
5326.99,0.0103,3.93,Gaussian,single,,other
5338.04,0.0137,4.87,Gaussian,single,,other
5362.59,0.0065,3.76,Gaussian,deblended,,other
5366.13,0.0191,9.18,Gaussian,deblended,,other
5371.51,0.004,3.41,Gaussian,deblended,,other
5382.67,0.0039,2.3,Gaussian,single,,other
5414.54,0.0022,1.84,Gaussian,single,,other
5425.03,0.0061,3.62,Gaussian,deblended,,other
5430.05,0.0058,10.77,Gaussian,deblended,,other
5446.86,0.0039,2.35,Gaussian,single,,other
5456.56,0.004,3.67,Gaussian,deblended,,other
5464.35,0.0048,5.33,Gaussian,deblended,,other
5466.42,0.0011,2.09,Gaussian,deblended,,other
5477.64,0.0083,3.77,Gaussian,single,,other
5506.25,0.0112,7.13,Gaussian,single,,other
5527.97,0.0021,3.92,Gaussian,deblended,,other
5531.29,0.013,9.8,Gaussian,deblended,,other
5535.8,0.0054,3.52,Gaussian,deblended,,other
5544.34,0.0059,3.9,Gaussian,deblended,,other
5588.52,0.009,4.51,Gaussian,single,,other
5615.79,0.0049,3.79,Gaussian,single,,other
5659.44,0.0036,5.09,Gaussian,single,,other
5689.53,0.0268,15.7,Gaussian,deblended,,other
5699.99,0.0072,4.24,Gaussian,deblended,,other
5719.85,0.0068,3.82,Gaussian,single,,other
5813.54,0.0017,4.13,Gaussian,single,,other
5887.93,0.0891,16.03,Gaussian,deblended,,other
5899.29,0.0871,17.46,Gaussian,deblended,,other
5911.26,0.0215,4.71,Gaussian,deblended,,other
5920.89,0.0985,12.96,Gaussian,deblended,,other
5932.72,0.0228,5.65,Gaussian,deblended,,other
5945.48,0.1225,12.86,Gaussian,deblended,,other
5959.07,0.0617,7.04,Gaussian,deblended,,other
5968.65,0.0725,7.54,Gaussian,deblended,,other
5977.42,0.0476,6.39,Gaussian,deblended,,other
5989.13,0.041,19.99,Gaussian,deblended,,other
6014.28,0.01,20.0,Gaussian,deblended,,other
6044.55,0.0028,2.69,Gaussian,single,,other
6084.13,0.0032,5.78,Gaussian,single,,other
6103.46,0.0029,5.02,Gaussian,single,,other
6140.49,0.0032,4.26,Gaussian,deblended,,other
6148.15,0.0085,9.24,Gaussian,deblended,,other
6158.6,0.0079,5.55,Gaussian,single,,other
6238.47,0.0055,3.54,Gaussian,single,,other
6247.62,0.0109,3.61,Gaussian,single,,other
6272.07,0.012,14.99,Gaussian,deblended,,other
6279.35,0.1157,7.04,Gaussian,deblended,,other
6284.65,0.0057,3.57,Gaussian,deblended,,other
6294.07,0.0449,16.14,Gaussian,deblended,,other
6306.42,0.0029,5.69,Gaussian,deblended,,other
6308.06,0.0062,8.12,Gaussian,deblended,,other
6318.57,0.0207,8.34,Gaussian,deblended,,other
6347.26,0.0338,6.23,Gaussian,single,,other
6361.1,0.0044,3.35,Gaussian,single,,other
6371.63,0.0283,5.18,Gaussian,single,,other
6383.58,0.0025,3.49,Gaussian,single,,other
6418.73,0.0057,4.28,Gaussian,single,,other
6433.59,0.0057,2.91,Gaussian,single,,other
6462.43,0.0253,20.0,Gaussian,deblended,,other
6494.96,0.0394,6.02,Gaussian,deblended,,other
6517.24,0.1074,7.87,Gaussian,deblended,,other
6537.06,0.0302,18.84,Gaussian,deblended,,other
6547.66,0.0533,9.46,Gaussian,deblended,,other
6562.71,0.4578,19.49,Voigt,deblended,Hα,Balmer
6581.95,0.0378,20.0,Gaussian,deblended,,other
6678.17,0.0046,3.5,Gaussian,single,,other
6726.67,0.0026,2.47,Gaussian,single,,other
