Ca II 3934,A,3934
Ca II 3968,A,3968
Ca I 4227,A,4227
H$\gamma$,A,4340
Fe I 4384,A,4384
H$\beta$,A,4861
Fe I 4921,A,4921
Mg Triplet,A,5170
Na Doublet,A,5892
TiO 6159,A,6159
TiO 6358,A,6358
Ba I/Fe I/Ca I 6497,A,6497
H$\alpha$,A,6563
TiO 6715,A,6715
CaH 6750,A,6750
